Year	Data	Err-	Err+
-333757.51000	278.10000	1.50000	1.50000
-333152.31000	298.60000	1.50000	1.50000
-332593.89000	288.40000	1.50000	1.50000
-332399.50000	289.10000	1.50000	1.50000
-332047.56000	282.40000	1.50000	1.50000
-331550.09000	273.10000	1.50000	1.50000
-330848.62000	272.60000	1.50000	1.50000
-330194.12000	271.70000	1.50000	1.50000
-329343.55000	265.00000	1.50000	1.50000
-328103.33000	275.10000	1.50000	1.50000
-327464.29000	271.90000	1.50000	1.50000
-326820.75000	270.10000	1.50000	1.50000
-326136.81000	266.10000	1.50000	1.50000
-325485.84000	264.00000	1.50000	1.50000
-324641.09000	266.20000	1.50000	1.50000
-323873.00000	260.50000	1.50000	1.50000
-323057.41000	260.30000	1.50000	1.50000
-322216.92000	260.40000	1.50000	1.50000
-321433.35000	257.20000	1.50000	1.50000
-319867.45000	249.20000	1.50000	1.50000
-318966.34000	255.80000	1.50000	1.50000
-317879.66000	233.40000	1.50000	1.50000
-316902.60000	245.20000	1.50000	1.50000
-315982.55000	251.60000	1.50000	1.50000
-315199.87000	272.60000	1.50000	1.50000
-314500.72000	246.80000	1.50000	1.50000
-313707.52000	257.10000	1.50000	1.50000
-312886.21000	256.70000	1.50000	1.50000
-312101.85000	251.60000	1.50000	1.50000
-311393.13000	241.90000	1.50000	1.50000
-310643.43000	239.00000	1.50000	1.50000
-309720.03000	237.80000	1.50000	1.50000
-308826.10000	233.20000	1.50000	1.50000
-308060.98000	226.20000	1.50000	1.50000
-307473.73000	227.80000	1.50000	1.50000
-306375.70000	225.80000	1.50000	1.50000
-305513.27000	244.80000	1.50000	1.50000
-304631.12000	248.60000	1.50000	1.50000
-303828.15000	250.20000	1.50000	1.50000
-303149.81000	240.70000	1.50000	1.50000
-302150.92000	240.20000	1.50000	1.50000
-301166.00000	236.00000	1.50000	1.50000
-300134.19000	239.00000	1.50000	1.50000
-299075.62000	236.10000	1.50000	1.50000
-298165.87000	231.00000	1.50000	1.50000
-297426.28000	224.40000	1.50000	1.50000
-296754.62000	217.10000	1.50000	1.50000
-294878.87000	213.10000	1.50000	1.50000
-293414.23000	212.70000	1.50000	1.50000
-292505.29000	206.70000	1.50000	1.50000
-291700.74000	206.00000	1.50000	1.50000
-290868.31000	207.60000	1.50000	1.50000
-289612.87000	217.10000	1.50000	1.50000
-288913.79000	220.40000	1.50000	1.50000
-288234.50000	234.90000	1.50000	1.50000
-286336.43000	231.00000	1.50000	1.50000
-285870.05000	230.40000	1.50000	1.50000
-285493.86000	231.40000	1.50000	1.50000
-284659.96000	226.40000	1.50000	1.50000
-283981.32000	228.00000	1.50000	1.50000
-282484.68000	231.30000	1.50000	1.50000
-280642.89000	223.70000	1.50000	1.50000
-279450.74000	215.30000	1.50000	1.50000
-278608.95000	211.00000	1.50000	1.50000
-277669.05000	204.50000	1.50000	1.50000
-276640.91000	202.20000	1.50000	1.50000
-275493.00000	193.20000	1.50000	1.50000
-274307.72000	198.40000	1.50000	1.50000
-273204.64000	194.10000	1.50000	1.50000
-272214.08000	193.90000	1.50000	1.50000
-271215.83000	190.40000	1.50000	1.50000
-270199.64000	184.70000	1.50000	1.50000
-269086.04000	198.80000	1.50000	1.50000
-267990.47000	194.20000	1.50000	1.50000
-267045.50000	187.20000	1.50000	1.50000
-266307.83000	188.70000	1.50000	1.50000
-265057.00000	211.70000	1.50000	1.50000
-264184.45000	199.90000	1.50000	1.50000
-262633.76000	228.10000	1.50000	1.50000
-260867.10000	214.60000	1.50000	1.50000
-260104.58000	208.90000	1.50000	1.50000
-259343.92000	205.70000	1.50000	1.50000
-258944.24000	209.60000	1.50000	1.50000
-257446.90000	203.90000	1.50000	1.50000
-255958.07000	204.00000	1.50000	1.50000
-255110.59000	201.90000	1.50000	1.50000
-254348.66000	199.00000	1.50000	1.50000
-252637.11000	195.40000	1.50000	1.50000
-251806.68000	196.70000	1.50000	1.50000
-251003.72000	195.40000	1.50000	1.50000
-250182.26000	213.90000	1.50000	1.50000
-249440.57000	200.20000	1.50000	1.50000
-247149.87000	214.70000	1.50000	1.50000
-244920.49000	219.40000	1.50000	1.50000
-244238.81000	230.40000	1.50000	1.50000
-243614.00000	236.70000	1.50000	1.50000
-243107.01000	249.90000	1.50000	1.50000
-242632.34000	252.30000	1.50000	1.50000
-242171.77000	263.70000	1.50000	1.50000
-241188.52000	280.20000	1.50000	1.50000
-240735.46000	279.00000	1.50000	1.50000
-239905.40000	263.20000	1.50000	1.50000
-239383.05000	259.70000	1.50000	1.50000
-238240.37000	252.80000	1.50000	1.50000
-237788.66000	247.40000	1.50000	1.50000
-237437.04000	245.80000	1.50000	1.50000
-237058.26000	245.60000	1.50000	1.50000
-236475.34000	239.10000	1.50000	1.50000
-235955.53000	243.10000	1.50000	1.50000
-235441.66000	247.40000	1.50000	1.50000
-234900.80000	241.40000	1.50000	1.50000
-234476.01000	252.10000	1.50000	1.50000
-234040.86000	245.20000	1.50000	1.50000
-230906.06000	241.60000	1.50000	1.50000
-230241.77000	233.90000	1.50000	1.50000
-229179.66000	232.40000	1.50000	1.50000
-227622.05000	224.50000	1.50000	1.50000
-226816.99000	233.10000	1.50000	1.50000
-226489.42000	234.50000	1.50000	1.50000
-225769.98000	235.50000	1.50000	1.50000
-224899.84000	215.70000	1.50000	1.50000
-224309.83000	203.30000	1.50000	1.50000
-222321.51000	205.60000	1.50000	1.50000
-221179.04000	208.80000	1.50000	1.50000
-220589.58000	207.10000	1.50000	1.50000
-219747.46000	216.10000	1.50000	1.50000
-218985.62000	214.10000	1.50000	1.50000
-217117.61000	240.50000	1.50000	1.50000
-216250.79000	245.30000	1.50000	1.50000
-215744.96000	251.10000	1.50000	1.50000
-215465.64000	251.70000	1.50000	1.50000
-214914.97000	247.50000	1.50000	1.50000
-214356.15000	242.60000	1.50000	1.50000
-213962.34000	240.30000	1.50000	1.50000
-213130.75000	241.40000	1.50000	1.50000
-212208.81000	251.20000	1.50000	1.50000
-211380.35000	243.40000	1.50000	1.50000
-210583.08000	257.40000	1.50000	1.50000
-210128.75000	239.50000	1.50000	1.50000
-209627.84000	246.90000	1.50000	1.50000
-209108.47000	252.00000	1.50000	1.50000
-208882.07000	247.20000	1.50000	1.50000
-208225.17000	243.90000	1.50000	1.50000
-208016.09000	244.60000	1.50000	1.50000
-207495.04000	242.20000	1.50000	1.50000
-207132.26000	240.50000	1.50000	1.50000
-206871.57000	230.00000	1.50000	1.50000
-206324.53000	237.20000	1.50000	1.50000
-206158.78000	238.10000	1.50000	1.50000
-205672.89000	231.40000	1.50000	1.50000
-205290.30000	229.40000	1.50000	1.50000
-204946.85000	226.30000	1.50000	1.50000
-204409.94000	228.60000	1.50000	1.50000
-203994.58000	232.20000	1.50000	1.50000
-203625.76000	231.90000	1.50000	1.50000
-203253.28000	244.40000	1.50000	1.50000
-201892.00000	247.60000	1.50000	1.50000
-200794.50000	239.10000	1.50000	1.50000
-199802.00000	250.90000	1.50000	1.50000
-196988.00000	242.60000	1.50000	1.50000
-196377.45000	241.20000	1.50000	1.50000
-195637.35000	226.40000	1.50000	1.50000
-193849.50000	220.00000	1.50000	1.50000
-193176.50000	226.50000	1.50000	1.50000
-191124.50000	218.00000	1.50000	1.50000
-190014.08000	220.30000	1.50000	1.50000
-189304.50000	231.40000	1.50000	1.50000
-187856.50000	231.30000	1.50000	1.50000
-186487.00000	210.70000	1.50000	1.50000
-184461.00000	203.40000	1.50000	1.50000
-182421.00000	199.70000	1.50000	1.50000
-181308.00000	198.10000	1.50000	1.50000
-180246.00000	217.70000	1.50000	1.50000
-179352.00000	213.20000	1.50000	1.50000
-177923.00000	207.70000	1.50000	1.50000
-175779.50000	190.10000	1.50000	1.50000
-175583.93000	189.40000	1.50000	1.50000
-174903.00000	190.30000	1.50000	1.50000
-173883.35000	196.00000	1.50000	1.50000
-172492.00000	197.70000	1.50000	1.50000
-169989.00000	197.80000	1.50000	1.50000
-167564.40000	196.60000	1.50000	1.50000
-166795.50000	183.80000	1.50000	1.50000
-165964.10000	186.70000	1.50000	1.50000
-164834.00000	190.10000	1.50000	1.50000
-164193.00000	191.60000	1.50000	1.50000
-162384.65000	196.50000	1.50000	1.50000
-161908.00000	204.30000	1.50000	1.50000
-158205.00000	187.50000	1.50000	1.50000
-157766.00000	185.50000	1.50000	1.50000
-156716.00000	189.00000	1.50000	1.50000
-154356.82000	189.38000	1.32500	1.32500
-152939.13000	196.30000	1.32500	1.32500
-151824.66000	198.78000	0.86500	0.86500
-149494.85000	202.35000	0.93000	0.93000
-148644.88000	202.51000	1.32500	1.32500
-147516.15000	201.78000	1.32500	1.32500
-146283.47000	195.81000	2.02500	2.02500
-144158.24000	193.59000	0.32000	0.32000
-142849.59000	196.02000	1.32500	1.32500
-141701.30000	194.59000	1.32500	1.32500
-140410.56000	196.51000	0.47500	0.47500
-137999.97000	192.75000	0.09500	0.09500
-136884.30000	198.55000	0.54000	0.54000
-135813.42000	199.18000	1.32500	1.32500
-134615.55000	203.74000	0.39500	0.39500
-132572.28000	212.43000	1.32500	1.32500
-131825.81000	222.74000	1.32500	1.32500
-130981.96000	224.63000	1.32500	1.32500
-130759.88000	228.00000	1.32500	1.32500
-130026.24000	232.28000	1.32500	1.32500
-129372.20000	241.13000	0.94500	0.94500
-128868.36000	250.84000	1.32500	1.32500
-128423.03000	251.84000	1.32500	1.32500
-127705.64000	260.61000	1.72500	1.72500
-127128.04000	268.44000	0.96000	0.96000
-126928.00000	271.08000	1.32500	1.32500
-126516.73000	285.76000	1.32500	1.32500
-126222.67000	280.72000	1.32500	1.32500
-126074.48000	276.03000	0.14000	0.14000
-125553.55000	276.88000	1.91500	1.91500
-125363.83000	275.78000	1.32500	1.32500
-125012.03000	274.93000	1.32500	1.32500
-124749.91000	273.02000	1.32500	1.32500
-124063.70000	275.15000	1.32500	1.32500
-123342.63000	276.81000	1.39000	1.39000
-122867.45000	275.52000	1.32500	1.32500
-122454.52000	281.54000	1.32500	1.32500
-122009.48000	275.87000	1.32500	1.32500
-121680.91000	274.60000	3.28000	3.28000
-121063.95000	279.16000	1.32500	1.32500
-120342.36000	279.00000	1.32500	1.32500
-120150.00000	278.25000	1.70000	1.70000
-119891.97000	276.61000	1.32500	1.32500
-119476.02000	279.48000	1.13000	1.13000
-118592.91000	276.82000	1.32500	1.32500
-118194.12000	268.73000	1.32500	1.32500
-117765.50000	274.59000	0.65000	0.65000
-117292.52000	267.74000	1.32500	1.32500
-116708.27000	277.72000	1.32500	1.32500
-115669.36000	274.98000	2.01500	2.01500
-115235.55000	274.03000	1.32500	1.32500
-114525.58000	273.63000	1.32500	1.32500
-113958.58000	273.16000	1.32500	1.32500
-113496.67000	276.96000	0.81500	0.81500
-112865.39000	275.07000	1.32500	1.32500
-112300.00000	267.90000	1.32500	1.32500
-111728.64000	260.58000	1.32500	1.32500
-111169.27000	264.75000	1.82000	1.82000
-110991.73000	263.12000	1.32500	1.32500
-110686.06000	256.79000	1.32500	1.32500
-109926.80000	257.93000	1.47000	1.47000
-108605.36000	246.69000	1.32500	1.32500
-107889.97000	244.13000	1.32500	1.32500
-107179.42000	244.44000	0.79000	0.79000
-106451.91000	236.43000	1.32500	1.32500
-105024.82000	240.34000	1.32500	1.32500
-104418.25000	244.83000	1.52500	1.52500
-104306.38000	241.40000	1.32500	1.32500
-104039.87000	257.58000	2.10000	2.10000
-103557.15000	248.78000	4.98000	4.98000
-103016.45000	242.36000	1.32500	1.32500
-102381.23000	238.88000	0.77500	0.77500
-102324.33000	247.76000	0.41500	0.41500
-101358.74000	240.68000	0.47000	0.47000
-100814.78000	237.07000	0.87500	0.87500
-100021.89000	240.07000	0.47000	0.47000
-99375.68000	244.76000	0.56500	0.56500
-98593.18000	247.87000	0.55000	0.55000
-98126.85000	245.63000	0.53500	0.53500
-97411.42000	242.99000	0.50500	0.50500
-96633.72000	243.18000	0.11500	0.11500
-95977.46000	239.86000	0.22500	0.22500
-95320.89000	242.35000	1.02000	1.02000
-94524.88000	245.76000	0.30000	0.30000
-93971.48000	246.20000	0.77000	0.77000
-93284.11000	242.91000	0.53500	0.53500
-92618.55000	242.41000	0.26500	0.26500
-91873.21000	238.21000	0.38500	0.38500
-91474.71000	235.16000	0.41500	0.41500
-90717.82000	232.46000	1.11000	1.11000
-89999.74000	233.74000	0.55500	0.55500
-89495.03000	231.12000	0.28500	0.28500
-88884.02000	231.56000	0.28500	0.28500
-88367.29000	229.74000	0.64500	0.64500
-87746.26000	228.88000	0.29000	0.29000
-87294.72000	227.38000	0.55000	0.55000
-86751.05000	223.99000	0.25000	0.25000
-86186.18000	217.80000	0.78500	0.78500
-85631.18000	223.63000	0.46500	0.46500
-85077.64000	221.06000	1.16000	1.16000
-84548.32000	223.38000	0.36000	0.36000
-83940.69000	228.76000	0.78500	0.78500
-83417.47000	234.69000	0.30000	0.30000
-82986.77000	238.42000	0.55000	0.55000
-82407.44000	243.16000	0.38000	0.38000
-81990.90000	250.79000	0.40000	0.40000
-81604.11000	247.10000	0.50000	0.50000
-81038.26000	246.32000	0.35000	0.35000
-80576.72000	240.87000	0.82000	0.82000
-80118.79000	238.89000	0.47000	0.47000
-79761.43000	234.13000	0.58500	0.58500
-79256.94000	230.33000	0.40000	0.40000
-78771.79000	233.92000	0.73000	0.73000
-78380.36000	230.60000	0.31000	0.31000
-77927.76000	234.74000	0.36000	0.36000
-77460.36000	229.26000	0.67000	0.67000
-77019.54000	227.30000	0.28000	0.28000
-76557.95000	224.14000	0.32500	0.32500
-76130.75000	226.65000	0.42000	0.42000
-75665.92000	224.92000	0.65000	0.65000
-75106.48000	231.68000	0.77000	0.77000
-74746.74000	238.01000	0.99000	0.99000
-74297.47000	239.34000	0.56000	0.56000
-73900.65000	249.94000	0.31500	0.31500
-73595.13000	249.52000	0.37000	0.37000
-73117.95000	243.27000	0.81000	0.81000
-72575.65000	241.24000	0.49000	0.49000
-72271.48000	231.33000	0.35000	0.35000
-71800.96000	232.74000	0.47000	0.47000
-71269.32000	230.89000	1.04500	1.04500
-70916.04000	232.33000	0.48500	0.48500
-70540.15000	232.79000	0.47000	0.47000
-70142.81000	239.46000	0.44000	0.44000
-69743.65000	237.56000	0.37500	0.37500
-69329.17000	235.02000	0.62000	0.62000
-68978.87000	225.17000	0.69000	0.69000
-68477.26000	220.33000	0.27500	0.27500
-68102.16000	215.55000	0.89000	0.89000
-67642.02000	211.26000	0.56500	0.56500
-67131.53000	205.42000	0.44500	0.44500
-66669.99000	203.43000	0.28500	0.28500
-66196.19000	200.17000	0.81000	0.81000
-65779.68000	203.76000	0.53000	0.53000
-65364.59000	201.14000	1.00000	1.00000
-65009.71000	207.21000	0.84500	0.84500
-64489.31000	204.39000	1.43500	1.43500
-63987.23000	200.59000	0.73000	0.73000
-63814.51000	198.17000	0.37000	0.37000
-63596.45000	208.98000	1.67000	1.67000
-63096.72000	199.17000	0.33000	0.33000
-62917.42000	201.67000	0.59500	0.59500
-62707.29000	203.70000	0.25500	0.25500
-62163.78000	199.73000	0.65500	0.65500
-61946.88000	197.24000	0.39000	0.39000
-61605.79000	197.40000	0.61000	0.61000
-61010.90000	200.15000	0.32500	0.32500
-60824.57000	202.71000	1.17000	1.17000
-60602.01000	202.56000	0.47500	0.47500
-59950.72000	206.38000	0.60000	0.60000
-59604.11000	210.90000	0.35000	0.35000
-59284.84000	210.57000	0.50500	0.50500
-59110.88000	207.95000	0.63000	0.63000
-58867.62000	213.78000	0.69000	0.69000
-58566.63000	217.25000	0.30000	0.30000
-58423.06000	212.87000	0.35500	0.35500
-58159.88000	216.66000	0.42000	0.42000
-57783.47000	223.45000	0.35000	0.35000
-57430.41000	226.35000	0.68500	0.68500
-57155.07000	231.29000	0.07500	0.07500
-56483.32000	223.15000	0.61000	0.61000
-56267.01000	224.35000	0.40000	0.40000
-55893.72000	223.72000	0.24500	0.24500
-55526.27000	217.38000	1.24500	1.24500
-55260.94000	215.70000	0.31500	0.31500
-54553.58000	212.44000	0.33500	0.33500
-54287.13000	207.67000	0.40500	0.40500
-53959.54000	210.27000	0.61500	0.61500
-53603.13000	214.78000	0.27500	0.27500
-53343.46000	208.19000	0.36000	0.36000
-53064.49000	216.86000	0.30500	0.30500
-52744.61000	213.89000	0.57000	0.57000
-52437.13000	217.96000	0.92000	0.92000
-52206.60000	220.37000	0.42500	0.42500
-51856.25000	221.14000	0.74500	0.74500
-51450.45000	223.26000	0.44500	0.44500
-51158.25000	223.72000	0.84000	0.84000
-50850.74000	221.15000	0.54500	0.54500
-50623.68000	220.72000	0.18000	0.18000
-50434.78000	219.08000	0.14000	0.14000
-50136.82000	213.82000	0.36500	0.36500
-49829.53000	215.08000	0.88500	0.88500
-49481.45000	211.57000	0.19500	0.19500
-49079.17000	207.64000	0.45500	0.45500
-48577.41000	207.41000	0.23000	0.23000
-48270.55000	206.74000	0.24000	0.24000
-48056.51000	204.38000	0.82500	0.82500
-47778.32000	203.87000	0.63000	0.63000
-47512.66000	204.06000	0.61000	0.61000
-47352.98000	200.12000	0.20000	0.20000
-47037.95000	201.58000	0.44000	0.44000
-46477.86000	200.98000	0.28000	0.28000
-46273.18000	206.18000	1.02500	1.02500
-45993.75000	205.66000	0.48500	0.48500
-45760.39000	203.79000	0.19500	0.19500
-45574.36000	204.26000	0.49000	0.49000
-45364.98000	207.60000	0.60000	0.60000
-45136.28000	210.27000	0.26500	0.26500
-44937.94000	210.84000	0.75000	0.75000
-44796.44000	214.18000	0.49500	0.49500
-44685.90000	216.42000	0.72000	0.72000
-44358.55000	218.35000	0.72500	0.72500
-44231.26000	219.25000	0.59500	0.59500
-44107.33000	221.77000	0.87000	0.87000
-43927.11000	222.72000	0.16500	0.16500
-43746.06000	217.51000	1.08000	1.08000
-43510.32000	214.50000	0.40500	0.40500
-43330.39000	213.92000	0.41000	0.41000
-43192.02000	207.95000	0.35500	0.35500
-43046.16000	211.49000	0.17500	0.17500
-42866.01000	210.44000	0.28000	0.28000
-42705.54000	212.29000	0.42500	0.42500
-42540.50000	204.83000	0.66000	0.66000
-42400.47000	206.22000	0.93000	0.93000
-42254.45000	202.00000	0.26000	0.26000
-42145.20000	204.31000	0.46000	0.46000
-41859.01000	201.69000	0.56500	0.56500
-41711.16000	203.18000	0.52500	0.52500
-41565.82000	204.22000	0.43000	0.43000
-41400.66000	201.66000	0.90500	0.90500
-41221.89000	203.16000	0.71500	0.71500
-41018.08000	204.26000	0.38000	0.38000
-40899.87000	206.35000	0.53500	0.53500
-40678.30000	204.83000	0.09500	0.09500
-40365.82000	200.90000	0.62000	0.62000
-39950.69000	199.89000	0.68000	0.68000
-39809.21000	201.12000	0.50000	0.50000
-39655.97000	205.49000	0.49500	0.49500
-39353.59000	204.19000	0.77000	0.77000
-39217.90000	201.53000	0.94000	0.94000
-38957.39000	200.97000	0.96000	0.96000
-38804.30000	200.47000	0.37000	0.37000
-38603.44000	201.48000	0.54500	0.54500
-38535.95000	201.32000	0.68500	0.68500
-38358.40000	197.90000	0.69500	0.69500
-38195.30000	193.69000	0.21000	0.21000
-38162.10000	193.08000	0.22000	0.22000
-38092.70000	192.60000	1.10500	1.10500
-37950.50000	197.55000	0.33500	0.33500
-37935.00000	193.87000	0.10000	0.10000
-37807.10000	193.58000	0.58000	0.58000
-37759.20000	196.67000	0.53000	0.53000
-37671.00000	195.70000	1.04000	1.04000
-37565.40000	200.40000	0.68000	0.68000
-37504.40000	198.14000	0.51500	0.51500
-37452.90000	191.53000	0.45000	0.45000
-37429.40000	204.78000	0.53000	0.53000
-37389.80000	207.87000	0.39500	0.39500
-37369.90000	209.33000	0.24000	0.24000
-37353.20000	209.50000	0.23500	0.23500
-37315.70000	208.69000	0.85000	0.85000
-37170.50000	207.32000	0.10000	0.10000
-37103.60000	204.28000	0.34000	0.34000
-37026.80000	202.34000	0.71000	0.71000
-37005.60000	205.99000	0.65500	0.65500
-36924.70000	205.65000	0.01000	0.01000
-36862.60000	206.09000	0.13000	0.13000
-36773.40000	206.54000	0.15500	0.15500
-36720.80000	204.46000	0.37000	0.37000
-36671.80000	204.79000	0.23000	0.23000
-36623.60000	208.23000	0.99000	0.99000
-36583.20000	210.08000	0.20000	0.20000
-36522.90000	207.23000	0.02000	0.02000
-36462.80000	210.79000	0.32000	0.32000
-36409.20000	208.00000	0.33500	0.33500
-36334.20000	207.41000	0.08500	0.08500
-36242.40000	206.52000	0.22500	0.22500
-36215.60000	208.34000	0.29500	0.29500
-36138.50000	214.36000	0.74000	0.74000
-36050.30000	211.21000	0.34000	0.34000
-35945.00000	214.21000	0.54500	0.54500
-35827.20000	212.09000	0.81000	0.81000
-35697.50000	212.14000	0.36000	0.36000
-35668.60000	214.30000	0.20000	0.20000
-35511.30000	209.84000	0.26500	0.26500
-35481.00000	212.51000	0.73500	0.73500
-35388.10000	206.59000	0.06000	0.06000
-35352.00000	209.66000	0.29500	0.29500
-35346.50000	208.25000	0.47500	0.47500
-35193.20000	207.35000	0.08000	0.08000
-35168.60000	210.16000	0.44500	0.44500
-35073.40000	206.36000	0.56500	0.56500
-34989.80000	203.51000	0.11500	0.11500
-34870.20000	202.76000	0.58000	0.58000
-34762.80000	203.75000	0.00500	0.00500
-34719.60000	203.77000	0.08000	0.08000
-34641.80000	205.10000	0.57000	0.57000
-34556.30000	198.96000	0.47500	0.47500
-34311.80000	200.09000	0.31500	0.31500
-34223.10000	201.78000	0.11500	0.11500
-34136.50000	204.12000	0.66000	0.66000
-33998.30000	198.80000	0.18500	0.18500
-33904.60000	203.29000	0.53500	0.53500
-33751.60000	200.50000	0.31500	0.31500
-33722.50000	201.81000	0.12000	0.12000
-33618.00000	201.83000	0.49500	0.49500
-33580.70000	201.89000	0.32500	0.32500
-33558.50000	202.04000	0.45000	0.45000
-33547.10000	201.06000	0.50500	0.50500
-33495.80000	200.30000	0.40000	0.40000
-33433.00000	201.36000	0.13000	0.13000
-33409.40000	203.62000	0.43500	0.43500
-33387.00000	204.47000	0.61000	0.61000
-33331.70000	205.38000	0.05000	0.05000
-33215.80000	203.60000	0.18000	0.18000
-33139.60000	198.78000	0.28500	0.28500
-32916.80000	203.09000	0.24000	0.24000
-32875.60000	202.80000	0.01500	0.01500
-32760.60000	197.16000	0.60000	0.60000
-32697.80000	198.89000	0.49000	0.49000
-32670.00000	200.29000	0.21500	0.21500
-32652.60000	199.49000	0.32000	0.32000
-32606.90000	199.65000	0.37000	0.37000
-32384.40000	196.20000	0.16000	0.16000
-32362.80000	196.27000	0.12000	0.12000
-32300.80000	195.79000	0.38000	0.38000
-32240.30000	194.89000	0.31000	0.31000
-32114.20000	195.93000	0.51000	0.51000
-32041.50000	195.41000	0.16500	0.16500
-32007.00000	196.47000	0.22500	0.22500
-31975.90000	194.47000	0.01500	0.01500
-31957.50000	194.46000	0.33000	0.33000
-31935.70000	195.27000	0.22500	0.22500
-31891.00000	195.63000	0.37000	0.37000
-31808.10000	200.03000	0.34500	0.34500
-31605.30000	197.80000	0.13500	0.13500
-31541.40000	197.13000	0.20500	0.20500
-31467.50000	196.90000	0.27000	0.27000
-31198.30000	197.65000	0.11000	0.11000
-31059.00000	196.33000	0.23000	0.23000
-30930.90000	196.70000	0.40000	0.40000
-30863.10000	199.30000	1.27500	1.27500
-30764.10000	195.94000	0.13000	0.13000
-30727.80000	195.08000	0.14500	0.14500
-30644.60000	194.43000	0.20500	0.20500
-30561.10000	194.61000	0.18500	0.18500
-30484.80000	194.11000	0.26500	0.26500
-30411.20000	195.25000	0.14000	0.14000
-30357.90000	192.47000	0.97000	0.97000
-30200.60000	196.91000	0.65500	0.65500
-30197.50000	196.42000	0.24500	0.24500
-30129.60000	193.91000	0.56000	0.56000
-30076.90000	193.33000	0.21500	0.21500
-29983.90000	192.51000	0.05500	0.05500
-29868.40000	192.93000	0.56500	0.56500
-29842.10000	193.71000	0.61500	0.61500
-29574.10000	189.95000	0.18000	0.18000
-29406.40000	188.48000	0.39000	0.39000
-29155.20000	188.00000	0.03000	0.03000
-28825.70000	190.33000	0.36500	0.36500
-28763.00000	187.14000	0.10000	0.10000
-28578.80000	182.94000	0.21500	0.21500
-28450.50000	184.30000	0.15000	0.15000
-28362.70000	185.99000	0.30000	0.30000
-28327.90000	186.52000	0.04000	0.04000
-28231.70000	188.48000	0.31000	0.31000
-28151.50000	188.25000	0.29500	0.29500
-28049.00000	191.57000	0.11000	0.11000
-28002.10000	191.38000	0.61500	0.61500
-27887.80000	190.97000	0.08000	0.08000
-27792.80000	191.28000	0.13500	0.13500
-27731.20000	189.77000	0.12500	0.12500
-27659.20000	189.24000	0.02000	0.02000
-27460.20000	189.21000	0.33000	0.33000
-27416.10000	189.83000	0.15000	0.15000
-27373.90000	191.01000	0.44500	0.44500
-27299.60000	192.39000	0.48500	0.48500
-27255.30000	188.10000	0.01500	0.01500
-27200.70000	192.26000	0.08500	0.08500
-27058.90000	192.87000	0.24500	0.24500
-26998.60000	193.26000	0.36500	0.36500
-26952.70000	192.69000	0.27000	0.27000
-26891.90000	193.89000	0.17000	0.17000
-26774.30000	193.80000	0.10000	0.10000
-26676.40000	192.82000	0.08000	0.08000
-26627.40000	193.10000	0.02500	0.02500
-26476.90000	189.65000	0.28000	0.28000
-26463.90000	189.16000	0.12000	0.12000
-26419.70000	192.63000	0.83500	0.83500
-26321.60000	191.59000	0.16000	0.16000
-26264.10000	191.82000	0.14000	0.14000
-26147.30000	189.96000	0.32000	0.32000
-26023.20000	189.29000	0.15500	0.15500
-25977.10000	188.99000	0.19500	0.19500
-25935.00000	189.28000	0.06000	0.06000
-25916.40000	190.58000	0.24500	0.24500
-25870.70000	187.59000	0.43500	0.43500
-25768.60000	189.30000	0.16000	0.16000
-25764.10000	190.61000	0.82000	0.82000
-25737.00000	192.71000	0.04000	0.04000
-25711.30000	191.46000	0.34500	0.34500
-25636.40000	191.95000	0.19000	0.19000
-25599.70000	191.53000	0.97000	0.97000
-25552.80000	191.23000	0.96000	0.96000
-25491.90000	191.95000	0.42000	0.42000
-25330.10000	190.06000	0.23500	0.23500
-25220.20000	194.93000	0.24000	0.24000
-25134.80000	186.27000	0.03000	0.03000
-25092.00000	187.39000	0.10500	0.10500
-25004.90000	188.08000	0.40000	0.40000
-24907.80000	186.43000	0.11000	0.11000
-24753.70000	185.44000	0.16500	0.16500
-24587.10000	185.51000	0.26500	0.26500
-24510.70000	186.01000	0.40500	0.40500
-24365.00000	183.77000	0.26500	0.26500
-24304.50000	184.57000	0.26000	0.26000
-24066.00000	184.52000	0.20500	0.20500
-23836.00000	186.54000	0.29000	0.29000
-23593.60000	183.38000	0.31000	0.31000
-23401.10000	182.66000	0.04000	0.04000
-23213.60000	180.69000	0.39000	0.39000
-22693.60000	180.57000	1.36000	1.36000
-22319.80000	186.73000	0.46000	0.46000
-22127.70000	184.68000	0.31000	0.31000
-21923.80000	183.13000	0.01500	0.01500
-21650.50000	187.99000	0.20500	0.20500
-21495.20000	186.78000	0.23000	0.23000
-21408.40000	193.53000	0.86000	0.86000
-21326.70000	197.67000	0.64500	0.64500
-21235.00000	188.60000	0.43500	0.43500
-21157.30000	190.08000	0.41000	0.41000
-21063.80000	190.53000	0.32000	0.32000
-21044.00000	189.40000	0.56500	0.56500
-20883.60000	186.13000	0.06500	0.06500
-20799.30000	190.01000	0.12500	0.12500
-20700.80000	188.49000	0.11500	0.11500
-20654.10000	185.21000	0.81500	0.81500
-20600.10000	184.68000	0.10000	0.10000
-20397.60000	187.02000	0.62500	0.62500
-20342.20000	187.22000	0.22500	0.22500
-20280.89000	191.27000	0.49500	0.49500
-20105.59000	187.38000	0.77500	0.77500
-19963.63000	190.78000	0.47500	0.47500
-19840.59000	187.96000	0.11000	0.11000
-19612.85000	185.23000	0.15500	0.15500
